timestamp,EVCS_1_occupancy,EVCS_1_volume_kwh,EVCS_1_duration_min,EVCS_1_e_price,EVCS_1_s_price,EVCS_1_renewable_kw,EVCS_1_ess_soc,EVCS_2_occupancy,EVCS_2_volume_kwh,EVCS_2_duration_min,EVCS_2_e_price,EVCS_2_s_price,EVCS_2_renewable_kw,EVCS_2_ess_soc,EVCS_3_occupancy,EVCS_3_volume_kwh,EVCS_3_duration_min,EVCS_3_e_price,EVCS_3_s_price,EVCS_3_renewable_kw,EVCS_3_ess_soc,EVCS_4_occupancy,EVCS_4_volume_kwh,EVCS_4_duration_min,EVCS_4_e_price,EVCS_4_s_price,EVCS_4_renewable_kw,EVCS_4_ess_soc,EVCS_5_occupancy,EVCS_5_volume_kwh,EVCS_5_duration_min,EVCS_5_e_price,EVCS_5_s_price,EVCS_5_renewable_kw,EVCS_5_ess_soc,EVCS_6_occupancy,EVCS_6_volume_kwh,EVCS_6_duration_min,EVCS_6_e_price,EVCS_6_s_price,EVCS_6_renewable_kw,EVCS_6_ess_soc,EVCS_7_occupancy,EVCS_7_volume_kwh,EVCS_7_duration_min,EVCS_7_e_price,EVCS_7_s_price,EVCS_7_renewable_kw,EVCS_7_ess_soc,EVCS_8_occupancy,EVCS_8_volume_kwh,EVCS_8_duration_min,EVCS_8_e_price,EVCS_8_s_price,EVCS_8_renewable_kw,EVCS_8_ess_soc,EVCS_9_occupancy,EVCS_9_volume_kwh,EVCS_9_duration_min,EVCS_9_e_price,EVCS_9_s_price,EVCS_9_renewable_kw,EVCS_9_ess_soc
2024-01-01 10:00:00,297.0,10719.503,18.645,0.18,0.15,915.1733,0.0,311.0,10079.363,14.0276,0.18,0.2,1220.2312,0.0,150.0,5819.4985,26.0109,0.18,0.18,1220.2312,0.0,158.0,7240.9272,37.3416,0.18,0.22,1321.9171,0.0,191.0,8626.473,25.7392,0.18,0.19,1423.603,0.0,259.0,11511.717,39.5648,0.18,0.16,1016.8593,0.0,148.0,6190.439,33.5544,0.18,0.21,1525.289,0.0,193.0,6399.735,13.8249,0.18,0.17,813.4874,0.0,145.0,5814.4287,22.6348,0.18,0.14,915.1733,0.0
2024-01-01 11:00:00,243.0,9233.699,18.9531,0.18,0.15,991.4378,0.0,277.0,9187.574,15.4322,0.18,0.2,1321.9171,0.0,118.0,4546.2876,24.8467,0.18,0.18,1321.9171,0.0,157.0,6950.7007,36.6782,0.18,0.22,1432.0768,0.0,174.0,7645.5225,26.7099,0.18,0.19,1542.2366,0.0,221.0,10011.907,38.8476,0.18,0.16,1101.5975,0.0,149.0,6629.12,34.3668,0.18,0.21,1652.3964,0.0,164.0,5587.58,14.619,0.18,0.17,881.2781,0.0,131.0,4995.394,22.3954,0.18,0.14,991.4378,0.0
2024-01-01 12:00:00,196.0,7535.6934,19.8435,0.32,0.15,991.4378,0.0,200.0,6823.833,15.8337,0.32,0.2,1321.9171,0.0,106.0,4183.0527,22.8455,0.32,0.18,1321.9171,0.0,135.0,6198.5635,37.4512,0.32,0.22,1432.0768,0.0,138.0,6405.832,28.9876,0.32,0.19,1542.2366,0.0,197.0,8949.637,39.1335,0.32,0.16,1101.5975,0.0,108.0,4573.7485,33.4702,0.32,0.21,1652.3964,0.0,102.0,3428.2627,14.5061,0.32,0.17,881.2781,0.0,91.0,3571.1108,25.6915,0.32,0.14,991.4378,0.0
2024-01-01 13:00:00,181.0,6429.82,17.8842,0.32,0.15,920.6208,0.0,157.0,5201.449,15.1744,0.32,0.2,1227.4944,0.0,71.0,2875.2664,28.1705,0.32,0.18,1227.4944,0.0,104.0,4568.787,37.125,0.32,0.22,1329.7856,0.0,107.0,4698.6343,28.7149,0.32,0.19,1432.0768,0.0,152.0,6529.0894,41.0126,0.32,0.16,1022.912,0.0,77.0,3263.8997,35.2535,0.32,0.21,1534.368,0.0,99.0,3318.835,14.5036,0.32,0.17,818.3296,0.0,76.0,2920.8699,22.8383,0.32,0.14,920.6208,0.0
2024-01-01 14:00:00,143.0,5149.928,18.3671,0.32,0.15,797.8714,0.0,159.0,5222.116,15.5834,0.32,0.2,1063.8285,0.0,72.0,2919.1946,25.5216,0.32,0.18,1063.8285,0.0,86.0,3775.7192,38.4508,0.32,0.22,1152.4808,0.0,97.0,4271.4434,26.7899,0.32,0.19,1241.1333,0.0,140.0,6119.728,40.3704,0.32,0.16,886.5237,0.0,79.0,3377.9717,34.2556,0.32,0.21,1329.7856,0.0,81.0,2769.171,14.0092,0.32,0.17,709.219,0.0,67.0,2519.749,25.9866,0.32,0.14,797.8714,0.0
2024-01-01 15:00:00,122.0,4460.9854,18.5786,0.32,0.15,648.2705,0.0,121.0,3825.9644,14.023,0.32,0.2,864.3607,0.0,58.0,2332.414,22.9518,0.32,0.18,864.3607,0.0,55.0,2439.9827,36.8144,0.32,0.22,936.3907,0.0,73.0,3293.1682,25.9483,0.32,0.19,1008.4208,0.0,122.0,5523.7544,39.3326,0.32,0.16,720.3006,0.0,61.0,2670.906,34.6479,0.32,0.21,1080.4508,0.0,74.0,2391.4,13.6584,0.32,0.17,576.2404,0.0,51.0,1962.889,21.6038,0.32,0.14,648.2705,0.0
2024-01-01 16:00:00,117.0,4001.2263,18.2972,0.32,0.15,495.7362,0.0,108.0,3404.6323,14.652,0.32,0.2,660.9817,0.0,45.0,1838.2296,24.2207,0.32,0.18,660.9817,0.0,58.0,2663.223,38.5739,0.32,0.22,716.0635,0.0,63.0,2863.0015,26.9949,0.32,0.19,771.1452,0.0,96.0,4372.6875,40.5183,0.32,0.16,550.818,0.0,50.0,2087.5957,32.756,0.32,0.21,826.2271,0.0,64.0,2077.6743,13.4086,0.32,0.17,440.6544,0.0,48.0,1986.8536,27.1963,0.32,0.14,495.7362,0.0
2024-01-01 17:00:00,103.0,3711.4475,17.4685,0.32,0.15,358.0318,0.0,101.0,3451.794,16.4542,0.32,0.2,477.3756,0.0,38.0,1565.4758,24.1503,0.32,0.18,477.3756,0.0,51.0,2282.657,37.2177,0.32,0.22,517.157,0.0,52.0,2254.8782,24.386,0.32,0.19,556.9383,0.0,81.0,3633.1396,39.6891,0.32,0.16,397.813,0.0,60.0,2658.5457,35.495,0.32,0.21,596.7196,0.0,70.0,2350.0186,15.363,0.32,0.17,318.2504,0.0,55.0,2155.7126,19.9681,0.32,0.14,358.0318,0.0
2024-01-01 18:00:00,89.0,3375.5215,18.2482,0.18,0.15,244.9691,0.0,106.0,3503.278,15.2822,0.18,0.2,326.6254,0.0,42.0,1748.1558,25.7243,0.18,0.18,326.6254,0.0,56.0,2501.0803,39.4284,0.18,0.22,353.8442,0.0,60.0,2568.902,27.836,0.18,0.19,381.063,0.0,77.0,3502.443,40.462,0.18,0.16,272.1879,0.0,49.0,2222.387,32.1713,0.18,0.21,408.2818,0.0,48.0,1740.1804,14.5015,0.18,0.17,217.7503,0.0,46.0,1885.108,30.1531,0.18,0.14,244.9691,0.0
2024-01-01 19:00:00,75.0,2558.09,20.8469,0.18,0.15,159.2299,0.0,92.0,2890.1155,15.5944,0.18,0.2,212.3066,0.0,50.0,1996.0612,25.3957,0.18,0.18,212.3066,0.0,30.0,1439.8279,33.8737,0.18,0.22,229.9988,0.0,56.0,2430.1235,25.023,0.18,0.19,247.691,0.0,76.0,3564.2195,39.6206,0.18,0.16,176.9221,0.0,28.0,1207.2274,30.189,0.18,0.21,265.3832,0.0,50.0,1672.4838,14.4631,0.18,0.17,141.5377,0.0,43.0,1797.4086,28.1619,0.18,0.14,159.2299,0.0
2024-01-01 20:00:00,57.0,2236.9011,21.5018,0.18,0.15,98.5709,0.0,67.0,2134.1377,14.4163,0.18,0.2,131.4279,0.0,36.0,1374.5963,19.3222,0.18,0.18,131.4279,0.0,43.0,1869.2078,34.2326,0.18,0.22,142.3802,0.0,34.0,1529.0657,20.6996,0.18,0.19,153.3325,0.0,55.0,2560.6594,36.071,0.18,0.16,109.5232,0.0,32.0,1302.5177,33.9852,0.18,0.21,164.2848,0.0,39.0,1333.7142,14.3735,0.18,0.17,87.6186,0.0,32.0,1216.677,24.0735,0.18,0.14,98.5709,0.0
2024-01-01 21:00:00,50.0,1767.0192,18.0954,0.18,0.15,58.2464,0.0,45.0,1535.8438,15.4573,0.18,0.2,77.6619,0.0,30.0,1166.09,26.4665,0.18,0.18,77.6619,0.0,34.0,1485.3672,37.7843,0.18,0.22,84.1337,0.0,28.0,1231.0851,26.2441,0.18,0.19,90.6056,0.0,46.0,2112.881,37.3424,0.18,0.16,64.7183,0.0,30.0,1330.4353,35.7671,0.18,0.21,97.0774,0.0,26.0,890.1494,13.6946,0.18,0.17,51.7746,0.0,26.0,954.0435,23.5053,0.18,0.14,58.2464,0.0
2024-01-01 22:00:00,52.0,1883.3647,17.2151,0.1,0.15,32.9219,0.0,45.0,1481.2565,15.5738,0.1,0.2,43.8959,0.0,27.0,1159.3948,25.0058,0.1,0.18,43.8959,0.0,29.0,1215.4144,36.0609,0.1,0.22,47.5539,0.0,23.0,1075.1879,27.7563,0.1,0.19,51.2118,0.0,43.0,1962.5308,40.3389,0.1,0.16,36.5799,0.0,36.0,1550.0963,32.48,0.1,0.21,54.8698,0.0,19.0,649.7241,16.5289,0.1,0.17,29.2639,0.0,20.0,801.1261,23.0165,0.1,0.14,32.9219,0.0
2024-01-01 23:00:00,35.0,1217.3412,17.965,0.1,0.15,17.8327,0.0,37.0,1255.167,14.3542,0.1,0.2,23.7769,0.0,11.0,434.382,26.6357,0.1,0.18,23.7769,0.0,24.0,1055.3037,40.2984,0.1,0.22,25.7583,0.0,27.0,1329.5128,27.5987,0.1,0.19,27.7397,0.0,25.0,1119.6641,43.153,0.1,0.16,19.8141,0.0,22.0,974.1333,35.9752,0.1,0.21,29.7212,0.0,27.0,940.9962,14.9436,0.1,0.17,15.8513,0.0,19.0,763.8112,22.356,0.1,0.14,17.8327,0.0
2024-01-02 00:00:00,17.0,695.4502,26.2671,0.1,0.15,0.265,4500.0,27.0,933.751,13.8334,0.1,0.2,0.3533,4500.0,19.0,772.003,25.5559,0.1,0.18,0.3533,4500.0,20.0,883.077,41.5755,0.1,0.22,0.3828,4500.0,23.0,1099.8959,24.5078,0.1,0.19,0.4122,4500.0,24.0,1058.0944,43.2282,0.1,0.16,0.2944,4500.0,11.0,439.437,31.6413,0.1,0.21,0.4416,4500.0,17.0,567.1024,14.9365,0.1,0.17,0.2355,4500.0,8.0,325.1906,16.2595,0.1,0.14,0.265,4500.0
2024-01-02 01:00:00,10.0,343.9068,13.7563,0.1,0.15,1.7224,0.0,7.0,222.9683,12.741,0.1,0.2,2.2966,0.0,7.0,325.87,22.4897,0.1,0.18,2.2966,0.0,13.0,630.0774,36.547,0.1,0.22,2.4879,0.0,13.0,595.6968,27.6522,0.1,0.19,2.6793,0.0,26.0,1097.536,39.9313,0.1,0.16,1.9138,0.0,4.0,147.2554,36.6455,0.1,0.21,2.8707,0.0,3.0,112.9638,15.0618,0.1,0.17,1.531,0.0,3.0,149.5507,19.9401,0.1,0.14,1.7224,0.0
2024-01-02 02:00:00,14.0,533.9613,17.5103,0.1,0.15,7.4638,0.0,14.0,457.876,17.2307,0.1,0.2,9.9518,0.0,2.0,94.0206,18.8041,0.1,0.18,9.9518,0.0,3.0,158.719,40.7092,0.1,0.22,10.7811,0.0,3.0,142.6524,19.0203,0.1,0.19,11.6104,0.0,7.0,365.887,38.2907,0.1,0.16,8.2931,0.0,6.0,220.8384,35.0159,0.1,0.21,12.4397,0.0,11.0,426.8242,15.5209,0.1,0.17,6.6345,0.0,10.0,396.3886,21.2715,0.1,0.14,7.4638,0.0
2024-01-02 03:00:00,21.0,722.625,18.7624,0.1,0.15,24.2574,0.0,16.0,508.0439,12.7011,0.1,0.2,32.3432,0.0,5.0,205.887,22.783,0.1,0.18,32.3432,0.0,4.0,216.5566,40.4957,0.1,0.22,35.0385,0.0,9.0,388.9316,27.5259,0.1,0.19,37.7337,0.0,4.0,179.996,39.9196,0.1,0.16,26.9527,0.0,6.0,243.8976,40.2265,0.1,0.21,40.429,0.0,7.0,244.044,13.9454,0.1,0.17,21.5621,0.0,5.0,213.2948,27.8956,0.1,0.14,24.2574,0.0
2024-01-02 04:00:00,36.0,1299.6754,19.7608,0.1,0.15,63.0693,0.0,30.0,903.9799,15.7291,0.1,0.2,84.0923,0.0,8.0,356.6578,25.4079,0.1,0.18,84.0923,0.0,6.0,267.3382,36.9492,0.1,0.22,91.1,0.0,6.0,206.2854,24.2724,0.1,0.19,98.1077,0.0,10.0,480.1938,37.8838,0.1,0.16,70.077,0.0,10.0,380.9828,35.4833,0.1,0.21,105.1154,0.0,14.0,478.4029,13.6687,0.1,0.17,56.0616,0.0,9.0,342.416,18.2274,0.1,0.14,63.0693,0.0
2024-01-02 05:00:00,65.0,2358.2896,18.6184,0.1,0.15,136.65,0.0,53.0,1561.9199,12.8469,0.1,0.2,182.2001,0.0,17.0,657.158,24.3002,0.1,0.18,182.2001,0.0,11.0,533.9198,34.4153,0.1,0.22,197.3834,0.0,10.0,411.0235,25.9089,0.1,0.19,212.5668,0.0,19.0,861.4813,38.7786,0.1,0.16,151.8334,0.0,13.0,599.6997,31.2523,0.1,0.21,227.7501,0.0,24.0,777.1437,12.9524,0.1,0.17,121.4667,0.0,16.0,577.9197,23.1555,0.1,0.14,136.65,0.0
2024-01-02 06:00:00,122.0,4314.6113,17.3754,0.1,0.15,253.7787,0.0,101.0,3103.0742,14.4343,0.1,0.2,338.3716,0.0,26.0,923.4283,19.985,0.1,0.18,338.3716,0.0,33.0,1516.7312,38.6137,0.1,0.22,366.5692,0.0,30.0,1301.1918,24.3772,0.1,0.19,394.7668,0.0,20.0,939.5364,39.2547,0.1,0.16,281.9763,0.0,41.0,1625.0454,35.1829,0.1,0.21,422.9645,0.0,36.0,1152.8043,12.8089,0.1,0.17,225.581,0.0,30.0,1189.5247,26.4803,0.1,0.14,253.7787,0.0
2024-01-02 07:00:00,184.0,6582.449,18.4097,0.1,0.15,412.3904,0.0,174.0,5428.561,13.5801,0.1,0.2,549.8538,0.0,50.0,1979.102,26.5616,0.1,0.18,549.8538,0.0,66.0,2908.8464,38.1269,0.1,0.22,595.675,0.0,50.0,2210.4578,22.0013,0.1,0.19,641.4961,0.0,58.0,2634.7878,38.6399,0.1,0.16,458.2115,0.0,65.0,2764.0579,33.681,0.1,0.21,687.3172,0.0,91.0,3156.4631,14.7673,0.1,0.17,366.5692,0.0,62.0,2449.3447,20.95,0.1,0.14,412.3904,0.0
2024-01-02 08:00:00,300.0,10900.827,17.8111,0.18,0.15,595.675,0.0,263.0,8299.237,14.6011,0.18,0.2,794.2333,0.0,75.0,2873.6416,23.1074,0.18,0.18,794.2333,0.0,85.0,3840.478,37.1528,0.18,0.22,860.4194,0.0,77.0,3368.0957,23.7273,0.18,0.19,926.6055,0.0,100.0,4290.5537,39.695,0.18,0.16,661.8611,0.0,113.0,4806.257,33.1039,0.18,0.21,992.7916,0.0,141.0,4780.075,14.1367,0.18,0.17,529.4888,0.0,107.0,4031.0889,23.819,0.18,0.14,595.675,0.0
2024-01-02 09:00:00,348.0,12506.819,18.9005,0.18,0.15,774.3774,0.0,332.0,11187.019,15.7101,0.18,0.2,1032.5033,0.0,118.0,4657.247,24.8842,0.18,0.18,1032.5033,0.0,139.0,6094.6533,37.3472,0.18,0.22,1118.5452,0.0,141.0,5890.38,27.047,0.18,0.19,1204.5872,0.0,170.0,7689.313,40.2137,0.18,0.16,860.4194,0.0,182.0,8038.7217,34.0286,0.18,0.21,1290.6292,0.0,212.0,7147.6904,13.9972,0.18,0.17,688.3355,0.0,187.0,7097.138,25.07,0.18,0.14,774.3774,0.0
2024-01-02 10:00:00,305.0,11495.785,19.2408,0.18,0.15,915.1733,0.0,305.0,9995.612,15.348,0.18,0.2,1220.2312,0.0,123.0,4985.8115,24.8956,0.18,0.18,1220.2312,0.0,172.0,7776.572,38.5462,0.18,0.22,1321.9171,0.0,195.0,8484.836,27.5328,0.18,0.19,1423.603,0.0,230.0,10429.891,39.2643,0.18,0.16,1016.8593,0.0,142.0,6145.693,33.3535,0.18,0.21,1525.289,0.0,158.0,5308.4663,14.2961,0.18,0.17,813.4874,0.0,129.0,5083.6406,26.3561,0.18,0.14,915.1733,0.0
2024-01-02 11:00:00,263.0,9653.633,19.2419,0.18,0.15,991.4378,0.0,264.0,8777.26,15.0724,0.18,0.2,1321.9171,0.0,123.0,4885.8066,25.2111,0.18,0.18,1321.9171,0.0,139.0,6165.328,36.394,0.18,0.22,1432.0768,0.0,159.0,7142.7183,27.1427,0.18,0.19,1542.2366,0.0,252.0,11320.163,39.7184,0.18,0.16,1101.5975,0.0,143.0,6491.4326,33.9165,0.18,0.21,1652.3964,0.0,148.0,5047.666,15.1061,0.18,0.17,881.2781,0.0,121.0,4885.9614,25.6495,0.18,0.14,991.4378,0.0
2024-01-02 12:00:00,202.0,7148.244,18.2561,0.32,0.15,991.4378,0.0,206.0,6758.3335,15.5463,0.32,0.2,1321.9171,0.0,100.0,4005.2285,25.4425,0.32,0.18,1321.9171,0.0,105.0,4583.9033,38.669,0.32,0.22,1432.0768,0.0,133.0,6000.9385,27.5406,0.32,0.19,1542.2366,0.0,209.0,9158.851,39.9712,0.32,0.16,1101.5975,0.0,85.0,3502.4907,34.3788,0.32,0.21,1652.3964,0.0,129.0,4435.963,14.5946,0.32,0.17,881.2781,0.0,105.0,4131.5527,25.7244,0.32,0.14,991.4378,0.0
2024-01-02 13:00:00,141.0,5158.607,18.3787,0.32,0.15,920.6208,0.0,172.0,5525.8125,13.6493,0.32,0.2,1227.4944,0.0,89.0,3371.6013,25.0867,0.32,0.18,1227.4944,0.0,98.0,4242.157,36.8774,0.32,0.22,1329.7856,0.0,100.0,4417.4077,25.9136,0.32,0.19,1432.0768,0.0,147.0,6629.152,39.4671,0.32,0.16,1022.912,0.0,104.0,4502.136,34.8978,0.32,0.21,1534.368,0.0,86.0,2856.335,13.2853,0.32,0.17,818.3296,0.0,66.0,2626.2788,26.2817,0.32,0.14,920.6208,0.0
2024-01-02 14:00:00,149.0,5536.655,19.5405,0.32,0.15,797.8714,0.0,141.0,4523.482,13.9988,0.32,0.2,1063.8285,0.0,59.0,2335.1084,23.3519,0.32,0.18,1063.8285,0.0,79.0,3579.879,36.8829,0.32,0.22,1152.4808,0.0,87.0,3758.8027,26.0032,0.32,0.19,1241.1333,0.0,145.0,6485.145,39.8048,0.32,0.16,886.5237,0.0,91.0,4123.0835,34.9037,0.32,0.21,1329.7856,0.0,87.0,2978.882,14.0073,0.32,0.17,709.219,0.0,64.0,2446.1753,22.9367,0.32,0.14,797.8714,0.0
2024-01-02 15:00:00,122.0,4607.4087,18.3676,0.32,0.15,648.2705,0.0,129.0,4316.3574,14.8839,0.32,0.2,864.3607,0.0,67.0,2644.45,24.8701,0.32,0.18,864.3607,0.0,76.0,3197.0862,37.9926,0.32,0.22,936.3907,0.0,73.0,3074.1816,27.6443,0.32,0.19,1008.4208,0.0,127.0,5639.3228,39.0665,0.32,0.16,720.3006,0.0,54.0,2417.8384,32.6395,0.32,0.21,1080.4508,0.0,76.0,2615.4304,13.7654,0.32,0.17,576.2404,0.0,67.0,2547.521,23.5727,0.32,0.14,648.2705,0.0
2024-01-02 16:00:00,117.0,4429.229,19.7221,0.32,0.15,495.7362,0.0,111.0,3600.9016,15.2425,0.32,0.2,660.9817,0.0,48.0,2006.235,25.7353,0.32,0.18,660.9817,0.0,67.0,3111.6162,36.4634,0.32,0.22,716.0635,0.0,69.0,3032.4663,28.6491,0.32,0.19,771.1452,0.0,88.0,4022.5615,39.1544,0.32,0.16,550.818,0.0,45.0,1922.3818,33.2318,0.32,0.21,826.2271,0.0,72.0,2398.1294,14.4513,0.32,0.17,440.6544,0.0,53.0,2146.0696,23.7409,0.32,0.14,495.7362,0.0
2024-01-02 17:00:00,94.0,3368.0908,17.8787,0.32,0.15,358.0318,0.0,106.0,3499.3196,15.565,0.32,0.2,477.3756,0.0,40.0,1501.4489,25.5565,0.32,0.18,477.3756,0.0,54.0,2452.703,39.3926,0.32,0.22,517.157,0.0,58.0,2756.2595,25.3307,0.32,0.19,556.9383,0.0,82.0,3548.7148,39.9206,0.32,0.16,397.813,0.0,48.0,1947.2094,35.6142,0.32,0.21,596.7196,0.0,58.0,1895.9058,13.5421,0.32,0.17,318.2504,0.0,46.0,1791.4856,26.2007,0.32,0.14,358.0318,0.0
